240.81	0.04	1537.52
294.05	0.02	3515.59
350.79	0.01	6247.04
509.84	0.19	585.72
608.25	0.01	5206.33
767.19	0.12	587.25
784.51	0.24	202.81
910.08	0.19	221.30
933.01	0.13	294.74
1119.24	0.03	1566.57
1237.17	0.09	720.44
1376.68	0.09	406.72
1459.79	0.02	4225.90
1508.10	0.13	253.27
1660.13	0.22	133.88
1728.40	0.09	364.05
1763.40	0.03	1694.62
1846.23	0.09	276.75
2446.84	0.16	111.80
2117.50	0.17	134.58
2202.98	0.07	534.67
2446.79	0.15	115.83
2613.42	0.06	1020.87
